'DELTA(C=RAPGAP)','DELTA(C=RAPGAP) LOW','DELTA(C=RAPGAP) HIGH','D(SIG)/DDELTA(C=RAPGAP) [MB]','stat +','stat -','sys +','sys -','sys,luminosity uncertainty +','sys,luminosity uncertainty -'
0.2,0.0,0.4,66.48,'0.16%','-0.16%','14.49%','-14.9%','3.4%','-3.4%'
0.6000000000000001,0.4,0.8,27.77,'0.18%','-0.18%','10.73%','-10.7%','3.4%','-3.4%'
1.0,0.8,1.2,14.05,'0.25%','-0.25%','15.02%','-15.0%','3.4%','-3.4%'
1.4,1.2,1.6,8.18,'0.28%','-0.28%','16.52%','-16.4%','3.4%','-3.4%'
1.8,1.6,2.0,5.15,'0.34%','-0.34%','15.15%','-15.8%','3.4%','-3.4%'
2.1,2.0,2.2,3.78,'0.38%','-0.38%','15.47%','-14.3%','3.4%','-3.4%'
2.3,2.2,2.4,3.16,'0.43%','-0.43%','14.22%','-13.7%','3.4%','-3.4%'
2.5,2.4,2.6,2.84,'0.59%','-0.59%','13.17%','-11.7%','3.4%','-3.4%'
2.7,2.6,2.8,2.46,'0.64%','-0.64%','14.34%','-12.8%','3.4%','-3.4%'
2.9,2.8,3.0,2.22,'0.57%','-0.57%','11.8%','-11.6%','3.4%','-3.4%'
3.1,3.0,3.2,1.92,'0.74%','-0.74%','16.15%','-11.5%','3.4%','-3.4%'
3.3,3.2,3.4,1.83,'0.88%','-0.88%','10.23%','-10.4%','3.4%','-3.4%'
3.5,3.4,3.6,1.66,'0.92%','-0.92%','8.87%','-9.7%','3.4%','-3.4%'
3.7,3.6,3.8,1.53,'1.06%','-1.06%','12.0%','-10.2%','3.4%','-3.4%'
3.9,3.8,4.0,1.42,'1.07%','-1.07%','11.22%','-11.1%','3.4%','-3.4%'
4.1,4.0,4.2,1.32,'0.98%','-0.98%','11.06%','-9.4%','3.4%','-3.4%'
4.300000000000001,4.2,4.4,1.24,'1.47%','-1.47%','9.64%','-11.2%','3.4%','-3.4%'
4.5,4.4,4.6,1.15,'1.42%','-1.42%','14.52%','-10.3%','3.4%','-3.4%'
4.699999999999999,4.6,4.8,1.14,'1.39%','-1.39%','11.03%','-8.4%','3.4%','-3.4%'
4.9,4.8,5.0,1.11,'1.26%','-1.26%','10.21%','-8.6%','3.4%','-3.4%'
5.1,5.0,5.2,1.07,'1.66%','-1.66%','10.91%','-8.4%','3.4%','-3.4%'
5.300000000000001,5.2,5.4,1.03,'1.37%','-1.37%','9.37%','-8.5%','3.4%','-3.4%'
5.5,5.4,5.6,1.02,'1.52%','-1.52%','10.25%','-9.3%','3.4%','-3.4%'
5.699999999999999,5.6,5.8,1.07,'1.32%','-1.32%','8.58%','-8.3%','3.4%','-3.4%'
5.9,5.8,6.0,1.05,'1.4%','-1.4%','11.34%','-8.1%','3.4%','-3.4%'
6.1,6.0,6.2,1.05,'1.25%','-1.25%','5.34%','-9.7%','3.4%','-3.4%'
6.300000000000001,6.2,6.4,1.06,'1.32%','-1.32%','5.82%','-6.5%','3.4%','-3.4%'
6.5,6.4,6.6,1.07,'1.16%','-1.16%','6.69%','-6.9%','3.4%','-3.4%'
6.699999999999999,6.6,6.8,1.07,'1.22%','-1.22%','6.45%','-7.6%','3.4%','-3.4%'
6.9,6.8,7.0,1.1,'1.02%','-1.02%','6.52%','-7.3%','3.4%','-3.4%'
7.1,7.0,7.2,1.12,'1.17%','-1.17%','7.82%','-7.9%','3.4%','-3.4%'
7.300000000000001,7.2,7.4,1.11,'1.28%','-1.28%','6.77%','-6.9%','3.4%','-3.4%'
7.5,7.4,7.6,1.13,'0.93%','-0.93%','8.78%','-9.0%','3.4%','-3.4%'
7.699999999999999,7.6,7.8,1.17,'0.79%','-0.79%','9.62%','-10.0%','3.4%','-3.4%'
7.9,7.8,8.0,1.16,'0.85%','-0.85%','8.42%','-8.4%','3.4%','-3.4%'
